data_layer,数据获取方,来源编号,date,日均气温_℃,日最高气温_℃,日最低气温_℃,日最高体感温度_℃,日均体感温度_℃,日均相对湿度_pct,日均露点_℃,日均云量_pct,日均风速_kmh,日最大风速_kmh,日降水量_mm,全日降水小时数_h,日最低能见度_m,日均能见度_m,雾时数_h,轻雾时数_h,日均PM25_ugm3,日均PM10_ugm3,白天降水量_mm,白天降水小时数_h,白天均能见度_m,白天雾时数_h,海表温度_均值_℃,海表温度_最高_℃,最大浪高_m,source_label
L0,脚本抓取,L0-B1d,2023-08-23,23.64,29.1,17.7,32.5,26.39,77.9,19.33,47.3,7.45,16.9,0.1,0,24140.0,24140.0,0.0,0.0,26.4,45.8,0.1,0,24140.0,0.0,28.3,28.5,0.34,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-24,23.78,28.8,19.9,31.4,26.71,81.7,20.25,90.1,7.58,17.3,0.1,0,22980.0,24064.0,0.0,0.0,28.7,43.7,0.1,0,24140.0,0.0,28.2,28.3,0.14,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-25,22.45,26.5,18.4,29.6,24.66,78.3,18.29,47.3,7.26,14.0,1.0,2,19140.0,23791.0,0.0,0.0,23.6,36.6,1.0,2,23378.0,0.0,28.1,28.4,0.26,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-26,22.75,25.4,20.4,27.2,24.19,70.3,16.99,99.9,7.48,11.5,0.0,0,24140.0,24140.0,0.0,0.0,16.8,25.2,0.0,0,24140.0,0.0,27.6,27.9,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-27,23.07,26.5,19.7,26.2,23.62,66.3,16.1,98.9,11.0,16.5,0.0,0,24140.0,24140.0,0.0,0.0,18.2,26.5,0.0,0,24140.0,0.0,27.3,27.5,0.96,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-28,23.72,27.2,21.8,25.3,21.92,53.6,13.68,54.7,21.37,27.5,0.0,0,24140.0,24140.0,0.0,0.0,13.6,19.9,0.0,0,24140.0,0.0,26.7,27.1,1.46,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-29,23.91,29.0,20.2,29.3,23.09,51.0,12.92,9.9,13.82,20.5,0.0,0,24140.0,24140.0,0.0,0.0,7.9,11.5,0.0,0,24140.0,0.0,26.2,26.5,1.12,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-30,21.48,25.8,17.2,28.2,22.78,70.8,15.76,52.0,6.27,12.7,0.5,1,17760.0,23303.0,0.0,0.0,15.9,25.9,0.5,1,22878.0,0.0,26.2,26.5,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-08-31,20.65,25.1,17.0,27.6,22.55,84.9,17.92,54.9,7.04,15.6,9.4,7,19340.0,23881.0,0.0,0.0,38.8,58.2,6.1,5,23575.0,0.0,26.0,26.2,0.24,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-01,22.35,30.1,15.7,32.0,24.08,75.2,16.9,39.5,7.07,18.4,0.0,0,24140.0,24140.0,0.0,0.0,27.4,40.6,0.0,0,24140.0,0.0,25.9,26.3,0.26,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-02,22.86,29.1,15.7,30.9,24.36,72.6,17.36,10.8,9.95,18.8,0.0,0,24140.0,24140.0,0.0,0.0,38.2,58.2,0.0,0,24140.0,0.0,25.9,26.0,0.28,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-03,22.98,26.7,18.7,30.5,25.98,82.3,19.74,36.7,6.12,12.4,7.2,3,8960.0,22142.0,0.0,1.0,30.8,54.9,6.9,2,19782.0,0.0,26.0,26.2,0.46,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-04,24.01,27.9,19.9,33.2,28.33,89.1,22.0,24.6,5.68,9.3,0.0,0,24140.0,24140.0,0.0,0.0,40.9,67.5,0.0,0,24140.0,0.0,26.3,26.7,0.44,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-05,24.13,27.5,21.6,30.7,27.62,85.4,21.4,86.1,7.89,13.4,0.2,0,23180.0,24100.0,0.0,0.0,48.1,75.3,0.2,0,24053.0,0.0,26.3,26.5,0.36,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-06,24.23,28.5,20.7,32.8,27.58,79.4,20.22,19.1,5.75,11.3,0.0,0,23260.0,24103.0,0.0,0.0,37.4,57.5,0.0,0,24140.0,0.0,26.5,26.9,0.24,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-07,24.45,28.4,20.6,32.5,27.93,84.4,21.58,40.3,9.42,17.6,0.2,0,24140.0,24140.0,0.0,0.0,45.6,75.8,0.2,0,24140.0,0.0,26.6,26.8,0.3,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-08,24.58,28.5,20.6,32.3,27.82,79.5,20.65,80.2,7.33,14.3,0.0,0,19400.0,23753.0,0.0,0.0,39.8,64.2,0.0,0,24140.0,0.0,26.8,27.0,0.3,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-09,22.81,26.0,19.5,27.8,25.09,83.2,19.74,99.3,10.3,16.6,7.9,11,10000.0,23001.0,0.0,0.0,33.0,51.3,2.7,4,24044.0,0.0,26.6,26.8,0.66,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-10,21.92,25.1,19.0,26.7,23.77,78.2,17.83,49.5,7.38,11.5,0.0,0,17240.0,23794.0,0.0,0.0,23.8,41.0,0.0,0,24140.0,0.0,26.3,26.6,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-11,23.86,29.2,19.9,33.5,26.21,78.4,19.64,77.6,10.25,20.8,21.5,3,23040.0,24078.0,0.0,0.0,30.0,49.9,0.0,0,24140.0,0.0,26.2,26.5,0.22,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-12,21.14,25.7,15.9,24.5,18.98,46.8,8.72,10.2,14.39,22.6,0.2,1,22340.0,24065.0,0.0,0.0,5.2,8.1,0.0,0,24140.0,0.0,25.8,26.2,0.94,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-13,19.66,25.0,14.1,25.8,19.48,60.9,11.64,0.4,6.62,11.2,0.0,0,24140.0,24140.0,0.0,0.0,10.3,17.8,0.0,0,24140.0,0.0,25.4,25.7,0.58,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-14,21.5,27.6,14.9,27.5,21.77,70.1,15.38,6.4,12.02,19.5,0.0,0,24140.0,24140.0,0.0,0.0,23.6,38.6,0.0,0,24140.0,0.0,25.2,25.4,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-15,21.92,26.2,16.4,28.2,23.01,74.0,16.95,0.8,11.2,18.2,0.0,0,24140.0,24140.0,0.0,0.0,23.4,41.6,0.0,0,24140.0,0.0,25.2,25.3,0.52,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-16,21.98,26.2,16.8,29.8,24.13,80.8,18.45,8.9,8.4,13.3,0.0,0,24140.0,24140.0,0.0,0.0,28.4,49.7,0.0,0,24140.0,0.0,25.3,25.5,0.4,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-17,22.0,25.9,17.4,28.5,24.38,85.4,19.22,68.2,8.52,16.7,0.0,0,23120.0,24098.0,0.0,0.0,33.8,60.1,0.0,0,24140.0,0.0,25.3,25.4,0.36,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-18,23.66,27.2,20.1,29.6,26.18,78.9,19.62,33.8,8.78,15.5,0.0,0,5720.0,23188.0,0.0,1.0,42.5,68.9,0.0,0,24140.0,0.0,25.4,25.6,0.62,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-19,21.44,25.9,18.3,23.3,20.55,60.4,12.59,90.2,12.7,18.1,0.9,2,11240.0,22517.0,0.0,0.0,19.3,29.3,0.0,0,24140.0,0.0,25.1,25.4,0.8,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-20,20.44,25.3,16.4,22.7,17.93,43.0,7.13,52.4,13.34,19.4,0.0,0,24140.0,24140.0,0.0,0.0,5.5,8.1,0.0,0,24140.0,0.0,24.5,24.8,1.02,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-21,20.46,26.7,12.9,25.8,19.56,57.0,11.43,19.0,10.84,19.8,0.0,0,24140.0,24140.0,0.0,0.0,16.5,25.2,0.0,0,24140.0,0.0,24.1,24.3,0.78,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-22,21.5,26.8,17.5,25.2,20.11,54.3,11.25,26.9,13.5,20.6,0.2,1,24140.0,24140.0,0.0,0.0,13.7,20.4,0.0,0,24140.0,0.0,24.1,24.2,0.78,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-23,18.83,23.5,14.1,19.9,16.3,49.8,7.62,68.0,13.65,19.4,0.0,0,24140.0,24140.0,0.0,0.0,7.3,11.5,0.0,0,24140.0,0.0,23.6,23.9,1.06,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-24,17.35,21.7,13.5,21.7,16.75,68.7,11.34,92.3,7.78,11.3,1.4,3,22240.0,24061.0,0.0,0.0,22.5,36.5,1.4,3,23967.0,0.0,23.2,23.3,0.52,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-25,17.12,22.4,11.1,21.8,16.72,71.3,11.5,64.6,6.13,10.4,0.0,0,24140.0,24140.0,0.0,0.0,21.7,32.1,0.0,0,24140.0,0.0,22.9,23.1,0.2,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-26,18.1,22.7,12.6,23.5,18.43,82.0,14.81,84.5,9.28,16.3,0.0,0,24140.0,24140.0,0.0,0.0,53.1,78.2,0.0,0,24140.0,0.0,22.7,22.8,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-27,19.55,25.5,14.5,28.1,20.23,77.0,15.1,66.2,8.49,17.5,0.0,0,24140.0,24140.0,0.0,0.0,47.7,80.9,0.0,0,24140.0,0.0,22.6,22.9,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-28,18.04,24.5,11.0,23.6,15.61,41.0,4.2,48.0,8.99,18.5,0.0,0,24140.0,24140.0,0.0,0.0,10.5,22.3,0.0,0,24140.0,0.0,22.4,22.6,0.28,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-29,19.58,25.7,12.5,24.6,18.4,60.1,11.55,41.6,12.96,22.8,0.0,0,24140.0,24140.0,0.0,0.0,40.8,74.5,0.0,0,24140.0,0.0,22.3,22.4,0.64,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-09-30,18.4,24.2,12.4,21.5,15.59,39.1,3.69,7.7,9.88,14.5,0.0,0,24140.0,24140.0,0.0,0.0,8.8,14.9,0.0,0,24140.0,0.0,22.2,22.3,0.58,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-01,17.23,23.3,10.6,21.0,14.86,49.3,6.04,1.2,10.81,20.0,0.0,0,24140.0,24140.0,0.0,0.0,12.2,19.1,0.0,0,24140.0,0.0,21.9,22.1,0.32,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-02,18.83,25.2,11.1,22.7,16.7,49.5,7.67,75.7,11.27,17.9,0.0,0,24140.0,24140.0,0.0,0.0,27.4,44.2,0.0,0,24140.0,0.0,21.7,21.9,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-03,20.51,24.9,15.8,21.7,18.36,54.5,10.58,32.5,16.67,25.4,0.0,0,24140.0,24140.0,0.0,0.0,36.3,54.9,0.0,0,24140.0,0.0,21.6,21.7,0.58,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-04,18.83,23.7,14.6,20.0,15.54,39.0,3.01,40.0,13.42,27.3,0.0,0,15640.0,23786.0,0.0,0.0,17.1,25.4,0.0,0,24140.0,0.0,21.4,21.5,0.88,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-05,15.45,21.2,8.2,16.4,11.27,29.8,-2.5,50.1,12.53,20.5,0.0,0,24140.0,24140.0,0.0,0.0,8.6,12.2,0.0,0,24140.0,0.0,20.8,21.1,1.04,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-06,16.53,22.6,9.4,20.6,14.69,50.1,5.68,94.8,6.43,11.5,0.0,0,24140.0,24140.0,0.0,0.0,26.2,38.7,0.0,0,24140.0,0.0,20.4,20.6,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-07,17.37,22.0,13.5,20.0,15.88,63.3,10.03,81.8,10.62,17.2,0.0,0,11660.0,23574.0,0.0,0.0,32.9,53.8,0.0,0,22980.0,0.0,20.3,20.5,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-08,15.26,20.6,10.9,20.4,15.35,86.2,12.88,64.0,5.8,15.1,16.4,7,9960.0,21419.0,0.0,1.0,34.6,56.1,12.2,5,19122.0,0.0,20.4,20.4,0.34,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-09,14.38,21.1,9.6,19.0,12.57,69.6,8.13,22.9,9.34,20.2,0.2,0,24140.0,24140.0,0.0,0.0,24.1,41.5,0.2,0,24140.0,0.0,20.2,20.4,0.3,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-10,14.76,21.2,8.6,20.7,13.62,69.2,8.74,35.8,6.18,10.8,0.0,0,24140.0,24140.0,0.0,0.0,23.3,35.4,0.0,0,24140.0,0.0,20.0,20.3,0.36,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-11,15.11,22.2,7.9,20.7,14.03,71.2,9.25,6.7,6.78,11.1,0.0,0,24140.0,24140.0,0.0,0.0,36.4,54.2,0.0,0,24140.0,0.0,19.8,20.1,0.26,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-12,16.38,22.5,9.9,20.7,15.45,70.7,10.62,90.8,8.19,14.8,0.0,0,24140.0,24140.0,0.0,0.0,52.3,79.6,0.0,0,24140.0,0.0,19.7,19.9,0.2,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-13,15.0,19.2,12.1,17.6,13.87,78.2,11.16,79.3,10.5,17.3,16.4,7,5980.0,23167.0,0.0,1.0,47.6,73.3,14.2,2,22020.0,0.0,19.6,19.7,0.22,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-14,14.48,20.3,8.6,18.6,12.41,64.1,7.18,0.1,9.83,17.3,0.0,0,24140.0,24140.0,0.0,0.0,14.0,21.6,0.0,0,24140.0,0.0,19.3,19.5,0.28,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-15,13.82,18.7,8.6,14.0,9.7,38.8,-0.72,0.0,13.51,23.0,0.0,0,24140.0,24140.0,0.0,0.0,9.9,14.1,0.0,0,24140.0,0.0,18.9,19.2,0.9,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-16,11.62,17.1,5.3,13.6,8.31,47.2,0.17,0.0,9.15,15.5,0.0,0,24140.0,24140.0,0.0,0.0,9.8,14.4,0.0,0,24140.0,0.0,18.4,18.6,0.72,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-17,15.68,21.0,10.0,18.9,13.8,71.7,10.44,52.0,14.73,19.8,0.0,0,24140.0,24140.0,0.0,0.0,36.9,60.5,0.0,0,24140.0,0.0,18.1,18.3,0.52,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-18,15.74,19.1,12.9,16.3,14.57,71.8,10.2,94.4,9.15,20.7,5.1,6,11340.0,22879.0,0.0,0.0,38.1,62.8,1.3,2,24115.0,0.0,18.2,18.3,0.66,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-19,13.88,19.6,9.7,16.1,10.62,43.9,0.16,86.1,9.08,21.4,0.0,0,24140.0,24140.0,0.0,0.0,11.5,19.3,0.0,0,24140.0,0.0,18.1,18.2,0.66,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-20,10.22,14.8,4.0,9.5,5.5,37.9,-3.89,0.1,14.39,23.4,0.0,0,24140.0,24140.0,0.0,0.0,5.2,7.6,0.0,0,24140.0,0.0,17.4,17.9,0.76,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-21,11.23,15.7,5.3,13.1,7.94,53.0,1.75,1.0,10.84,15.2,0.0,0,24140.0,24140.0,0.0,0.0,9.8,16.0,0.0,0,24140.0,0.0,16.9,17.0,0.68,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-22,13.69,20.7,8.2,17.9,11.08,57.3,4.86,0.0,9.97,15.7,0.0,0,24140.0,24140.0,0.0,0.0,39.2,58.7,0.0,0,24140.0,0.0,16.8,16.9,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-23,14.29,20.8,8.2,19.1,12.68,74.1,9.6,10.4,11.23,21.4,0.0,0,24140.0,24140.0,0.0,0.0,64.7,99.0,0.0,0,24140.0,0.0,16.9,17.0,0.9,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-24,15.95,21.9,12.1,20.3,14.72,75.4,11.36,0.5,11.69,16.6,0.0,0,24140.0,24140.0,0.0,0.0,70.3,103.4,0.0,0,24140.0,0.0,17.0,17.3,0.86,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-25,15.88,23.4,8.3,21.1,13.81,68.0,9.1,0.8,13.31,25.0,0.0,0,24140.0,24140.0,0.0,0.0,84.6,131.1,0.0,0,24140.0,0.0,17.1,17.2,0.42,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-26,13.55,17.3,8.8,13.7,8.69,31.6,-3.78,1.1,15.69,25.9,0.0,0,24140.0,24140.0,0.0,0.0,6.2,9.7,0.0,0,24140.0,0.0,16.7,17.0,1.44,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-27,12.85,19.8,6.8,16.9,10.2,61.7,5.31,3.0,10.78,16.7,0.0,0,24140.0,24140.0,0.0,0.0,25.2,38.2,0.0,0,24140.0,0.0,16.3,16.4,0.38,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-28,12.61,17.9,9.3,14.9,10.23,68.0,6.47,0.4,10.37,15.0,0.0,0,24140.0,24140.0,0.0,0.0,29.5,47.6,0.0,0,24140.0,0.0,16.3,16.5,0.52,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-29,14.85,21.1,8.6,21.0,14.42,83.8,12.01,2.2,8.08,15.9,0.0,0,24140.0,24140.0,0.0,0.0,67.2,116.2,0.0,0,24140.0,0.0,16.6,16.9,0.44,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-30,14.87,19.1,11.7,13.9,11.63,56.3,4.86,43.9,15.0,24.5,0.0,0,24140.0,24140.0,0.0,0.0,40.3,67.0,0.0,0,24140.0,0.0,16.6,16.7,1.04,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-10-31,15.22,22.1,8.5,20.5,13.8,71.2,9.71,26.1,10.4,19.9,0.0,0,24140.0,24140.0,0.0,0.0,72.5,123.3,0.0,0,24140.0,0.0,16.5,16.7,0.7,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-01,12.94,17.7,10.0,13.2,9.49,56.9,4.32,10.6,14.52,21.1,0.0,0,24140.0,24140.0,0.0,0.0,32.3,66.0,0.0,0,24140.0,0.0,16.4,16.5,1.04,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-02,15.22,21.8,8.1,19.9,13.45,69.5,9.32,12.3,12.45,22.6,0.0,0,23820.0,24127.0,0.0,0.0,57.0,92.0,0.0,0,24111.0,0.0,16.3,16.5,0.76,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-03,9.01,13.9,4.3,8.1,3.68,33.2,-6.73,62.8,16.59,26.1,0.0,0,24140.0,24140.0,0.0,0.0,10.7,16.0,0.0,0,24140.0,0.0,15.9,16.3,1.64,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-04,9.15,14.7,3.0,12.0,6.55,63.0,2.09,47.9,7.21,14.3,0.0,0,24140.0,24140.0,0.0,0.0,23.1,40.1,0.0,0,24140.0,0.0,15.4,15.5,0.5,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-05,9.81,11.8,7.7,9.4,6.45,85.3,7.46,100.0,18.69,26.6,17.9,15,5980.0,17075.0,0.0,7.0,26.1,43.1,14.9,11,12489.0,0.0,15.2,15.3,1.32,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-06,4.34,7.4,-0.2,3.3,0.19,65.1,-1.85,74.2,12.42,21.8,2.7,5,20160.0,23709.0,0.0,0.0,4.3,9.3,0.1,0,23773.0,0.0,14.6,15.0,1.28,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-07,3.37,8.7,-1.3,5.5,-0.2,67.4,-2.29,31.2,8.08,13.0,0.0,0,24140.0,24140.0,0.0,0.0,11.7,19.2,0.0,0,24140.0,0.0,13.9,14.0,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-08,9.71,14.9,3.3,13.4,6.18,65.5,3.4,95.6,14.44,26.1,0.0,0,24140.0,24140.0,0.0,0.0,26.0,44.3,0.0,0,24140.0,0.0,14.0,14.1,1.58,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-09,3.23,6.6,-3.2,1.9,-1.68,43.2,-8.79,23.3,12.51,19.4,0.0,0,24140.0,24140.0,0.0,0.0,9.9,22.0,0.0,0,24140.0,0.0,13.6,13.9,1.5,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-10,-0.71,4.2,-4.3,-0.5,-5.76,33.7,-15.18,32.1,10.18,16.1,0.0,0,24140.0,24140.0,0.0,0.0,6.4,9.7,0.0,0,24140.0,0.0,12.8,13.2,0.68,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-11,-1.16,2.9,-3.8,-1.6,-5.85,43.1,-12.4,29.0,8.88,12.4,0.0,0,24140.0,24140.0,0.0,0.0,10.2,15.0,0.0,0,24140.0,0.0,12.2,12.4,0.94,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-12,-1.79,3.9,-5.4,-2.9,-7.09,39.1,-14.42,2.5,12.16,22.0,0.0,0,24140.0,24140.0,0.0,0.0,9.0,12.9,0.0,0,24140.0,0.0,11.8,12.2,0.8,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-13,-0.28,5.7,-5.7,0.9,-4.71,47.2,-10.6,40.1,8.02,13.5,0.0,0,24140.0,24140.0,0.0,0.0,16.3,23.6,0.0,0,24140.0,0.0,11.1,11.4,0.48,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-14,1.54,8.2,-3.5,3.5,-2.56,55.5,-6.89,24.3,7.75,11.9,0.0,0,24140.0,24140.0,0.0,0.0,27.6,39.8,0.0,0,24140.0,0.0,10.9,11.1,0.42,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-15,3.88,9.3,-2.4,4.3,-0.39,66.8,-1.91,55.5,13.08,20.7,0.0,0,24140.0,24140.0,0.0,0.0,54.8,78.9,0.0,0,24140.0,0.0,10.8,10.9,0.52,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-16,4.28,8.4,0.3,2.5,-0.5,45.7,-7.76,25.8,12.49,18.3,0.0,0,24140.0,24140.0,0.0,0.0,21.6,34.2,0.0,0,24140.0,0.0,10.7,10.8,0.54,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-17,0.37,5.4,-5.0,-1.8,-5.09,34.2,-14.19,4.8,13.35,26.2,0.0,0,2620.0,23243.0,0.0,1.0,4.5,6.5,0.0,0,24140.0,0.0,10.2,10.6,0.7,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-18,1.86,6.9,-4.1,-0.2,-3.65,43.4,-9.75,0.0,15.87,28.9,0.0,0,24140.0,24140.0,0.0,0.0,17.9,26.7,0.0,0,24140.0,0.0,9.5,9.9,0.88,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-19,4.47,11.8,-1.7,8.0,0.91,61.0,-2.78,0.0,7.65,15.6,0.0,0,24140.0,24140.0,0.0,0.0,22.9,39.7,0.0,0,24140.0,0.0,9.4,9.6,0.84,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-20,7.72,12.9,2.9,8.3,3.65,70.5,2.54,24.7,16.58,26.4,0.0,0,24140.0,24140.0,0.0,0.0,27.9,47.4,0.0,0,24140.0,0.0,9.1,9.3,0.98,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-21,9.12,13.7,6.1,11.2,6.44,80.7,5.83,53.8,11.58,15.8,0.0,0,24140.0,24140.0,0.0,0.0,81.4,128.7,0.0,0,24140.0,0.0,9.4,9.7,1.04,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-22,10.04,16.1,6.0,13.9,7.26,65.9,2.72,45.5,8.93,17.0,0.0,0,24140.0,24140.0,0.0,0.0,50.6,78.8,0.0,0,24140.0,0.0,9.6,9.8,0.54,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-23,1.75,4.8,-4.0,0.6,-3.87,32.5,-13.63,62.7,15.11,21.9,0.2,0,3320.0,21437.0,0.0,3.0,4.6,7.6,0.1,0,21147.0,0.0,9.4,9.7,1.46,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-24,-4.0,-0.9,-6.6,-6.0,-9.0,28.7,-20.26,0.0,8.28,18.6,0.0,0,24140.0,24140.0,0.0,0.0,5.0,7.2,0.0,0,24140.0,0.0,8.3,8.9,0.82,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-25,-2.04,1.6,-6.2,-3.4,-7.04,40.0,-14.35,40.9,10.52,24.5,0.1,0,24040.0,24132.0,0.0,0.0,13.9,21.0,0.1,0,24124.0,0.0,8.0,8.1,0.72,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-26,-0.89,3.0,-5.8,-2.6,-5.92,51.2,-10.06,44.6,12.57,24.5,0.0,0,24140.0,24140.0,0.0,0.0,21.5,37.1,0.0,0,24140.0,0.0,8.0,8.1,0.7,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-27,-0.4,6.1,-5.1,1.5,-4.65,56.9,-9.06,25.8,7.6,16.1,2.2,2,22200.0,24029.0,0.0,0.0,22.3,36.5,0.0,0,24140.0,0.0,8.0,8.2,0.5,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-28,-2.4,1.9,-6.3,-3.4,-7.12,40.1,-15.45,38.7,7.96,13.2,0.0,0,24140.0,24140.0,0.0,0.0,12.7,18.4,0.0,0,24140.0,0.0,7.6,7.8,0.58,friend_archive_open_meteo_era5
L0,脚本抓取,L0-B1d,2023-11-29,-3.39,0.1,-6.0,-5.4,-8.43,26.5,-20.76,6.9,8.5,13.5,0.0,0,24140.0,24140.0,0.0,0.0,9.2,13.4,0.0,0,24140.0,0.0,7.3,7.5,0.66,friend_archive_open_meteo_era5
